session_key,meeting_key,team_name,track_name,starting_position,starting_compound,pit_stops,target_compound,air_temp_mean,air_temp_max,track_temp_mean,track_temp_max,humidity_mean,wind_speed_mean,rainfall_sum,rain_minutes_ratio
9144,1217,Ferrari,Zandvoort,10.0,WET,8,INTERMEDIATE,16.374390243902443,17.1,19.14878048780488,22.6,84.07317073170732,2.625609756097561,35.0,0.4268292682926829
9144,1217,Haas F1 Team,Zandvoort,10.0,INTERMEDIATE,6,WET,16.374390243902443,17.1,19.14878048780488,22.6,84.07317073170732,2.625609756097561,35.0,0.4268292682926829
9144,1217,McLaren,Zandvoort,10.0,INTERMEDIATE,8,WET,16.374390243902443,17.1,19.14878048780488,22.6,84.07317073170732,2.625609756097561,35.0,0.4268292682926829
9144,1217,Mercedes,Zandvoort,10.0,WET,9,INTERMEDIATE,16.374390243902443,17.1,19.14878048780488,22.6,84.07317073170732,2.625609756097561,35.0,0.4268292682926829
9144,1217,Red Bull Racing,Zandvoort,10.0,WET,7,INTERMEDIATE,16.374390243902443,17.1,19.14878048780488,22.6,84.07317073170732,2.625609756097561,35.0,0.4268292682926829
9144,1217,Williams,Zandvoort,10.0,WET,6,INTERMEDIATE,16.374390243902443,17.1,19.14878048780488,22.6,84.07317073170732,2.625609756097561,35.0,0.4268292682926829
9222,1140,Alfa Romeo,Sakhir,10.0,MEDIUM,0,MEDIUM,26.834406779661016,30.7,35.970169491525425,43.4,21.859322033898305,2.112881355932203,0.0,0.0
9222,1140,AlphaTauri,Sakhir,10.0,MEDIUM,0,TEST_UNKNOWN,26.834406779661016,30.7,35.970169491525425,43.4,21.859322033898305,2.112881355932203,0.0,0.0
9222,1140,Alpine,Sakhir,10.0,HARD,0,MEDIUM,26.834406779661016,30.7,35.970169491525425,43.4,21.859322033898305,2.112881355932203,0.0,0.0
9222,1140,Aston Martin,Sakhir,10.0,MEDIUM,0,UNKNOWN,26.834406779661016,30.7,35.970169491525425,43.4,21.859322033898305,2.112881355932203,0.0,0.0
9222,1140,Ferrari,Sakhir,10.0,MEDIUM,0,TEST_UNKNOWN,26.834406779661016,30.7,35.970169491525425,43.4,21.859322033898305,2.112881355932203,0.0,0.0
9222,1140,Haas F1 Team,Sakhir,10.0,MEDIUM,0,TEST_UNKNOWN,26.834406779661016,30.7,35.970169491525425,43.4,21.859322033898305,2.112881355932203,0.0,0.0
9222,1140,McLaren,Sakhir,10.0,HARD,0,MEDIUM,26.834406779661016,30.7,35.970169491525425,43.4,21.859322033898305,2.112881355932203,0.0,0.0
9222,1140,Mercedes,Sakhir,10.0,MEDIUM,0,HARD,26.834406779661016,30.7,35.970169491525425,43.4,21.859322033898305,2.112881355932203,0.0,0.0
9222,1140,Red Bull Racing,Sakhir,10.0,MEDIUM,0,MEDIUM,26.834406779661016,30.7,35.970169491525425,43.4,21.859322033898305,2.112881355932203,0.0,0.0
9222,1140,Williams,Sakhir,10.0,SOFT,0,MEDIUM,26.834406779661016,30.7,35.970169491525425,43.4,21.859322033898305,2.112881355932203,0.0,0.0
9286,1216,Alfa Romeo,Spa-Francorchamps,18.0,INTERMEDIATE,2,INTERMEDIATE,16.587378640776702,18.5,22.373786407766996,27.3,91.74757281553399,1.6194174757281552,27.0,0.2621359223300971
9286,1216,AlphaTauri,Spa-Francorchamps,13.5,INTERMEDIATE,4,INTERMEDIATE,16.587378640776702,18.5,22.373786407766996,27.3,91.74757281553399,1.6194174757281552,27.0,0.2621359223300971
9286,1216,Alpine,Spa-Francorchamps,7.5,INTERMEDIATE,6,SOFT,16.587378640776702,18.5,22.373786407766996,27.3,91.74757281553399,1.6194174757281552,27.0,0.2621359223300971
